年月日時,気温(℃),現地気圧(hPa),相対湿度(％),風速(m/s),雲量(10分比),降水量(mm)
2022/6/29 2:00,25.9,1006.4,86,1.8,,0
2022/6/29 3:00,25.9,1006.3,87,1.8,2,0
2022/6/29 4:00,25.7,1006.6,83,2.6,,0
2022/6/29 5:00,26,1006.7,83,1,,0
2022/6/29 6:00,26.3,1006.9,85,1.2,10-,0
2022/6/29 7:00,28.7,1006.9,75,1.4,,0
2022/6/29 8:00,30.9,1006.9,65,2.7,,0
2022/6/29 9:00,31.1,1006.6,60,3.1,10-,0
2022/6/29 10:00,32.7,1006.6,61,3.4,,0
2022/6/29 11:00,32.9,1006.5,57,3.8,,0
2022/6/29 12:00,34,1006.1,60,4.6,10-,0
2022/6/29 13:00,34.6,1005.5,56,3.6,,0
2022/6/29 14:00,32.9,1005.5,57,4.5,,0
2022/6/29 15:00,32.9,1005.4,59,4.2,10-,0
2022/6/29 16:00,32.9,1005,57,3.6,,0
2022/6/29 17:00,31.9,1004.8,59,4.5,,0
2022/6/29 18:00,31.1,1005.1,61,2.7,9,0
2022/6/29 19:00,29.7,1005.6,65,3.3,,0
2022/6/29 20:00,28.2,1006,71,2.9,,0
2022/6/29 21:00,27,1006.7,77,2,10-,0
2022/6/29 22:00,26.2,1006.8,82,2,,0
2022/6/29 23:00,25.8,1007,85,1.6,,0
2022/6/30 0:00,25.8,1007.3,85,1.6,,0
2022/6/30 1:00,25.7,1007.5,87,0.6,,0
2022/6/30 2:00,27.2,1007.7,78,1.7,,0
2022/6/30 3:00,26.3,1008.1,79,2.1,4,0
2022/6/30 4:00,25.8,1008.3,82,2,,0
2022/6/30 5:00,26.4,1008.8,80,1,,0
2022/6/30 6:00,27.6,1009,79,0.5,10-,0
2022/6/30 7:00,30.3,1009.4,65,0.8,,0
2022/6/30 8:00,31.5,1009.3,63,1.6,,0
2022/6/30 9:00,33.1,1009.2,55,3.1,9,0
2022/6/30 10:00,33.9,1009.2,52,2.6,,0
2022/6/30 11:00,34.8,1008.9,50,4.8,,0
2022/6/30 12:00,35.5,1008.8,51,5,8,0
2022/6/30 13:00,35.7,1008.4,47,4.6,,0
2022/6/30 14:00,36,1008.2,49,5.6,,0
2022/6/30 15:00,35.6,1008.4,50,6.2,5,0
2022/6/30 16:00,34.9,1008.3,48,4.8,,0
2022/6/30 17:00,33.5,1008.6,54,4.6,,0
2022/6/30 18:00,32.6,1008.9,57,5,8,0
2022/6/30 19:00,30.9,1009.5,65,3.2,,0
2022/6/30 20:00,29.8,1009.7,70,2.4,,0
2022/6/30 21:00,29.6,1010.3,70,1.3,2,0
2022/6/30 22:00,28.2,1010.8,75,2.3,,0
2022/6/30 23:00,27.4,1010.6,82,2.5,,0
2022/7/1 0:00,26.9,1010.7,85,2,,0
2022/7/1 1:00,26.4,1010.9,87,1.1,,0
2022/7/1 2:00,26.1,1010.7,89,1.7,,0
2022/7/1 3:00,25.8,1011.1,89,1.9,0+,0
2022/7/1 4:00,25.6,1011.6,91,0.7,,0
2022/7/1 5:00,26.7,1012,79,0.7,,0
2022/7/1 6:00,28.1,1012.4,71,1.7,0+,0
2022/7/1 7:00,30.1,1012.6,67,1,,0
2022/7/1 8:00,31.8,1012.7,58,2.2,,0
2022/7/1 9:00,32.8,1012.5,54,2,0,0
2022/7/1 10:00,34.8,1012.2,48,1.7,,0
2022/7/1 11:00,35.9,1011.9,47,2.1,,0
2022/7/1 12:00,35.6,1011.5,46,4.6,0+,0
2022/7/1 13:00,36.1,1011.1,44,3.8,,0
2022/7/1 14:00,35.5,1010.8,47,5.3,,0
2022/7/1 15:00,35.7,1010.5,48,4,0+,0
2022/7/1 16:00,35.1,1010.5,51,4.3,,0
2022/7/1 17:00,32.5,1010.8,60,4.8,,0
2022/7/1 18:00,30.7,1011.1,64,3.7,6,0
2022/7/1 19:00,29.3,1011.5,72,2.6,,0
2022/7/1 20:00,27.8,1011.8,81,3.6,,0
2022/7/1 21:00,27.5,1012.2,84,2.2,2,0
2022/7/1 22:00,27.3,1012.2,84,2.1,,0
2022/7/1 23:00,26.7,1012.1,87,2.7,,0
2022/7/2 0:00,26.7,1012.2,87,1,,0
2022/7/2 1:00,26.3,1012.3,87,1.8,,0
2022/7/2 2:00,26,1012,87,1.1,,0
2022/7/2 3:00,25.7,1011.9,89,0.7,1,0
2022/7/2 4:00,26.4,1012.1,88,1.4,,0
2022/7/2 5:00,25.6,1012.5,93,1.6,,0
2022/7/2 6:00,27.1,1012.6,87,0.7,2,0
2022/7/2 7:00,29,1012.9,76,1.2,,0
2022/7/2 8:00,31.4,1012.8,68,1.5,,0
2022/7/2 9:00,32,1012.5,60,2.2,3,0
2022/7/2 10:00,32.5,1012.4,64,4,,0
2022/7/2 11:00,33.2,1012,61,4.1,,0
2022/7/2 12:00,34,1011.3,61,5.5,5,0
2022/7/2 13:00,33.6,1010.7,59,6,,0
2022/7/2 14:00,34.3,1010,57,5.5,,0
2022/7/2 15:00,33,1009.7,57,5.4,8,0
2022/7/2 16:00,31.5,1009.6,63,3.8,,0
2022/7/2 17:00,30.4,1009.3,66,3.8,,0
2022/7/2 18:00,29.6,1009.5,71,2.8,10-,0
2022/7/2 19:00,28.8,1009.5,72,3.1,,0
2022/7/2 20:00,27.9,1009.8,77,2.8,,0
2022/7/2 21:00,27.9,1010.3,69,3.2,8,0
2022/7/2 22:00,27.5,1010.2,71,2.5,,0
2022/7/2 23:00,27.6,1009.9,75,2.8,,0
2022/7/3 0:00,27.1,1009.7,78,2.4,,0
2022/7/3 1:00,26.3,1009.5,83,1.2,,0
2022/7/3 2:00,25.8,1009.3,86,1.3,,0
2022/7/3 3:00,25.4,1009.3,89,0.7,3,0
2022/7/3 4:00,25.4,1009.5,92,1.6,,0
2022/7/3 5:00,26.6,1009.5,88,1.1,,0
2022/7/3 6:00,27.1,1009.5,86,1.1,10-,0
2022/7/3 7:00,29,1009.7,75,1.3,,0
2022/7/3 8:00,30.7,1009.5,69,1.2,,0
2022/7/3 9:00,30.9,1009.1,67,1.5,10-,0
2022/7/3 10:00,29.8,1008.8,77,1.5,,0
2022/7/3 11:00,32.3,1008.2,66,3.1,,0
2022/7/3 12:00,34.2,1007.7,57,3.7,10-,0
2022/7/3 13:00,33.3,1007.4,61,3.2,,0
2022/7/3 14:00,30.7,1007.1,73,2.2,,0
2022/7/3 15:00,31.2,1007.1,67,1.5,10,0
2022/7/3 16:00,30.6,1007.6,64,2.7,,0
2022/7/3 17:00,29.4,1007.6,70,1.3,,0
2022/7/3 18:00,28.5,1007.3,74,1.9,10,0
2022/7/3 19:00,29.1,1007.1,73,3.9,,0
2022/7/3 20:00,28.6,1007.1,65,4.4,,0
2022/7/3 21:00,27.5,1007.2,71,4.2,10-,0
2022/7/3 22:00,27.5,1007.2,71,3.5,,0
2022/7/3 23:00,27.3,1006.8,72,3.8,,0
2022/7/4 0:00,27,1006.4,73,1.9,,0
2022/7/4 1:00,27.4,1006.3,72,2.2,,0
2022/7/4 2:00,26.9,1006.6,75,1.8,,0
2022/7/4 3:00,26.5,1006.6,79,1.4,10-,0
2022/7/4 4:00,26.5,1006.2,78,1.3,,0
2022/7/4 5:00,26.8,1006.4,77,1.7,,0
2022/7/4 6:00,26.5,1006.9,82,0.8,10,0
2022/7/4 7:00,26.4,1007.4,84,1.5,,0
2022/7/4 8:00,25.2,1007.4,94,1.8,,0
2022/7/4 9:00,24.4,1007.4,98,0.6,10,1.5
2022/7/4 10:00,25,1007.4,98,1.8,,2
2022/7/4 11:00,26.3,1006.8,98,1.3,,0
2022/7/4 12:00,26.4,1007.4,91,2.1,10-,0
2022/7/4 13:00,26.5,1007,87,2.1,,0
2022/7/4 14:00,27.6,1006.6,80,2.6,,0
2022/7/4 15:00,28.8,1006.4,72,1.8,10-,0
2022/7/4 16:00,28.9,1006,73,2.8,,0
2022/7/4 17:00,28.3,1005.5,71,2,,0
2022/7/4 18:00,27.2,1005.7,76,2.2,10-,0
2022/7/4 19:00,26.9,1006.2,76,3.3,,0
2022/7/4 20:00,26.4,1006.5,75,2.8,,0
2022/7/4 21:00,25.7,1007.2,76,1.9,7,0
2022/7/4 22:00,25.7,1007.3,76,2,,0
2022/7/4 23:00,25.9,1007.5,76,2.8,,0
2022/7/5 0:00,24.4,1007.2,82,1.2,,0
2022/7/5 1:00,24.2,1007.1,83,0.8,,0
2022/7/5 2:00,24.4,1006.9,83,0.7,,0
2022/7/5 3:00,24.5,1007.1,87,1.6,10-,0
2022/7/5 4:00,25.1,1007.5,81,2.2,,0
2022/7/5 5:00,24.5,1007.6,82,1.3,,0
2022/7/5 6:00,25.2,1007.8,82,2.6,10-,0
2022/7/5 7:00,27,1007.8,76,2.7,,0
2022/7/5 8:00,27.7,1007.5,68,2.3,,0
2022/7/5 9:00,29.6,1007.2,68,2.3,9,0
2022/7/5 10:00,29.6,1006.7,61,2.7,,0
2022/7/5 11:00,31.9,1006.5,59,4.3,,0
2022/7/5 12:00,30.9,1006.1,60,5.5,10-,0
2022/7/5 13:00,27.9,1006,69,7.1,,0
2022/7/5 14:00,26.9,1005.7,77,6.8,,0
2022/7/5 15:00,27.3,1005.6,77,6.1,10-,0
2022/7/5 16:00,26.7,1005.5,81,4.3,,0
2022/7/5 17:00,25.1,1005.5,89,3.7,,0
2022/7/5 18:00,25.3,1005,87,4.5,10,0
2022/7/5 19:00,24.3,1005.2,94,3.9,,0
2022/7/5 20:00,24.2,1005.2,94,4.7,,0.5
2022/7/5 21:00,24.5,1005.2,93,4.5,10,0
2022/7/5 22:00,24.7,1005,92,2.1,,0
2022/7/5 23:00,24.3,1004.7,94,2.3,,0
2022/7/6 0:00,23.9,1004.1,99,2.2,,1.5
2022/7/6 1:00,23.8,1003.5,98,3.1,,0
2022/7/6 2:00,23.9,1003.3,97,3,,0
2022/7/6 3:00,23.9,1002.8,96,2.7,10-,0
2022/7/6 4:00,23.8,1002.7,97,2.4,,0
2022/7/6 5:00,23.7,1002.4,97,2.7,,0
2022/7/6 6:00,24,1002.9,96,2.2,10-,0
2022/7/6 7:00,24.8,1002.9,89,2.2,,0
2022/7/6 8:00,25.7,1002.9,85,1.5,,0
2022/7/6 9:00,26.8,1002.7,78,2.6,10-,0
2022/7/6 10:00,28.6,1002.6,69,4.9,,0
2022/7/6 11:00,29,1002.4,69,3.3,,0
2022/7/6 12:00,29.5,1002.2,66,2.5,10-,0
2022/7/6 13:00,29.5,1002.4,65,5.3,,0
2022/7/6 14:00,28.8,1002.6,68,3.7,,0
2022/7/6 15:00,28.2,1002.4,73,2.2,10-,0
2022/7/6 16:00,29.3,1002.4,71,2.6,,0
2022/7/6 17:00,27.9,1003.4,71,4.3,,0
2022/7/6 18:00,26.9,1004.4,77,4.7,10-,0
2022/7/6 19:00,25.3,1005.3,82,5,,0
2022/7/6 20:00,24.8,1006.2,84,4.4,,0
2022/7/6 21:00,24.2,1006.9,86,3.3,8,0
2022/7/6 22:00,23.6,1007.3,89,4,,0
2022/7/6 23:00,24.1,1007.2,84,2.8,,0
2022/7/7 0:00,24.1,1007.2,84,3.2,,0
2022/7/7 1:00,23.8,1006.9,85,3.4,,0
2022/7/7 2:00,23.2,1007,91,1.7,,0
2022/7/7 3:00,23.5,1007,90,1.3,10-,0
2022/7/7 4:00,23.8,1006.9,88,2.2,,0
2022/7/7 5:00,23.9,1007.2,88,1.9,,0
2022/7/7 6:00,24.3,1007.6,85,1.9,10-,0
2022/7/7 7:00,24.7,1007.9,83,1.2,,0
2022/7/7 8:00,25.8,1008,78,3.9,,0
2022/7/7 9:00,25.5,1008,76,3.4,10-,0
2022/7/7 10:00,25.9,1007.9,74,2.1,,0
2022/7/7 11:00,26.1,1007.9,74,2.2,,0
2022/7/7 12:00,27.4,1007.4,67,3.5,10-,0
2022/7/7 13:00,26.9,1006.9,72,3,,0
2022/7/7 14:00,29.3,1006.2,62,3.2,,0
2022/7/7 15:00,29.8,1005.8,63,5,9,0
2022/7/7 16:00,28.4,1006,63,4,,0
2022/7/7 17:00,27.4,1006.4,69,4.3,,0
2022/7/7 18:00,26.5,1006.9,68,3.8,3,0
2022/7/7 19:00,25.5,1007.2,72,3.1,,0
2022/7/7 20:00,24.7,1007.7,77,3.8,,0
2022/7/7 21:00,24.2,1007.7,79,3.9,3,0
2022/7/7 22:00,23.9,1007.9,80,3.7,,0
2022/7/7 23:00,23.7,1007.8,80,3.8,,0
2022/7/8 0:00,23.1,1007.3,83,2.5,,0
2022/7/8 1:00,23.7,1006.9,80,2.6,,0
2022/7/8 2:00,22.9,1006.5,84,1.6,,0
2022/7/8 3:00,22.8,1006,85,1.6,4,0
2022/7/8 4:00,22.9,1006,83,2.1,,0
2022/7/8 5:00,23.4,1006.1,80,2.2,,0
2022/7/8 6:00,24.2,1006.2,76,1.6,10-,0
2022/7/8 7:00,25.6,1006.4,65,1.9,,0
2022/7/8 8:00,26.3,1006.2,61,3.3,,0
2022/7/8 9:00,27.2,1005.6,57,3.6,9,0
2022/7/8 10:00,27.2,1005.1,60,2.2,,0
2022/7/8 11:00,28.4,1004.5,59,1.8,,0
2022/7/8 12:00,28.8,1003.8,57,2.7,8,0
2022/7/8 13:00,29.2,1003.2,59,3.1,,0
2022/7/8 14:00,29.8,1002.2,56,3,,0
2022/7/8 15:00,29.6,1001.7,53,3,8,0
2022/7/8 16:00,29.5,1001.6,57,3.1,,0
2022/7/8 17:00,28.6,1001.7,58,3.4,,0
2022/7/8 18:00,26.9,1002.4,61,2.7,2,0
2022/7/8 19:00,25.7,1002.9,66,4.4,,0
2022/7/8 20:00,25.1,1003.6,66,3.8,,0
2022/7/8 21:00,24.4,1003.6,69,2.7,9,0
2022/7/8 22:00,24.6,1003.2,69,2.6,,0
2022/7/8 23:00,24.2,1003.2,71,1.7,,0
2022/7/9 0:00,23.9,1002.4,73,1.3,,0
2022/7/9 1:00,23.7,1002.1,72,2.4,,0
2022/7/9 2:00,24,1001.2,73,1.4,,0
2022/7/9 3:00,22.9,1001.2,72,2.3,5,0
2022/7/9 4:00,22,1001.2,77,1.3,,0
2022/7/9 5:00,22.3,1001.5,77,2.2,,0
2022/7/9 6:00,23,1001.5,75,2.2,10-,0
2022/7/9 7:00,24.4,1001.6,69,1.5,,0
2022/7/9 8:00,25.4,1001.7,68,1,,0
2022/7/9 9:00,27.7,1001.1,60,2.3,10-,0
2022/7/9 10:00,29.3,1000.6,59,1.7,,0
2022/7/9 11:00,30.1,1000.5,51,2.3,,0
2022/7/9 12:00,30,1000,52,2.5,10-,0
2022/7/9 13:00,30.3,999.7,53,2.7,,0
2022/7/9 14:00,30.8,999.5,51,5.3,,0
2022/7/9 15:00,31.5,999.5,52,5.2,5,0
2022/7/9 16:00,29.7,999.6,55,4.6,,0
2022/7/9 17:00,27.6,999.6,67,4.7,,0
2022/7/9 18:00,27.1,1000,73,3.1,9,0
2022/7/9 19:00,26.4,1000.4,80,3.7,,0
2022/7/9 20:00,26.1,1001.2,83,2.9,,0
2022/7/9 21:00,25.9,1001.6,82,3.3,10-,0
2022/7/9 22:00,26,1001.3,82,2.8,,0
2022/7/9 23:00,26.3,1001.1,80,3.2,,0
2022/7/10 0:00,26.1,1001.1,80,3.7,,0
2022/7/10 1:00,26,1001.5,81,2.7,,0
2022/7/10 2:00,26.4,1001.4,78,3.2,,0
2022/7/10 3:00,26,1001.5,77,2.9,10,0
2022/7/10 4:00,25,1002.3,83,2.6,,0
2022/7/10 5:00,24.6,1002.9,86,3.1,,0
2022/7/10 6:00,25.5,1002.8,79,5.2,10-,0
2022/7/10 7:00,25.7,1003.7,79,4.1,,0
2022/7/10 8:00,25.9,1004.1,79,3.9,,0
2022/7/10 9:00,27.5,1004.2,74,3.1,10-,0
2022/7/10 10:00,28.8,1004,74,4.8,,0
2022/7/10 11:00,29.8,1003.6,67,6.2,,0
2022/7/10 12:00,30.2,1003.5,66,5.7,9,0
2022/7/10 13:00,29.8,1003.2,66,6.5,,0
2022/7/10 14:00,31.4,1003,65,6.4,,0
2022/7/10 15:00,30.2,1002.8,61,6.4,1,0
2022/7/10 16:00,30.1,1002.8,60,5.9,,0
2022/7/10 17:00,29.5,1003.1,62,5.1,,0
2022/7/10 18:00,28.1,1003.4,68,3.9,6,0
2022/7/10 19:00,27.2,1003.6,76,4.9,,0
2022/7/10 20:00,26.6,1004.1,80,4.1,,0
2022/7/10 21:00,26.3,1005,84,3.7,6,0
2022/7/10 22:00,25.9,1005.1,86,2.6,,0
2022/7/10 23:00,25.6,1004.9,89,2.7,,0
2022/7/11 0:00,25.5,1004.6,89,2.7,,0
2022/7/11 1:00,25.3,1004.6,90,2.3,,0
2022/7/11 2:00,25.4,1004.5,89,1.7,,0
2022/7/11 3:00,25.5,1004.6,86,1.4,10,0
2022/7/11 4:00,25.6,1004.7,85,1.1,,0
2022/7/11 5:00,25.3,1005.2,89,1.6,,0
2022/7/11 6:00,25,1005.5,90,0.9,4,0
2022/7/11 7:00,26.3,1005.5,84,1.8,,0
2022/7/11 8:00,27.9,1005.5,77,1.3,,0
2022/7/11 9:00,28,1005.4,81,1.4,6,0
2022/7/11 10:00,28.8,1005.4,78,1.8,,0
2022/7/11 11:00,29.6,1005.3,68,2.2,,0
2022/7/11 12:00,31.8,1005,58,4.4,10-,0
2022/7/11 13:00,33,1004.7,52,4,,0
2022/7/11 14:00,33.6,1004.1,50,4.1,,0
2022/7/11 15:00,32.6,1004.1,55,4.7,6,0
2022/7/11 16:00,30.8,1004.1,63,4.6,,0
2022/7/11 17:00,30,1004.5,65,5.5,,0
2022/7/11 18:00,29.2,1004.9,68,5,10-,0
2022/7/11 19:00,28.4,1005.4,72,4,,0
2022/7/11 20:00,27.9,1006.1,75,3.4,,0
2022/7/11 21:00,26.9,1006.8,78,4.3,10-,0
2022/7/11 22:00,26.4,1007,81,3.2,,0
2022/7/11 23:00,25.8,1006.9,84,2,,0
2022/7/12 0:00,25.7,1006.4,85,1.6,,0
2022/7/12 1:00,25.7,1006.4,84,2.5,,0
2022/7/12 2:00,25.4,1006,86,2.4,,0
2022/7/12 3:00,25.6,1005.5,82,1.2,10,0
2022/7/12 4:00,25.3,1005.5,84,1.6,,0
2022/7/12 5:00,25.4,1005.8,84,1.1,,0
2022/7/12 6:00,25.7,1005.7,83,2.3,10,0
2022/7/12 7:00,26.1,1005.8,83,1.9,,0
2022/7/12 8:00,26.4,1005.6,80,2.2,,0
2022/7/12 9:00,26.9,1005.4,81,1.9,10,0
2022/7/12 10:00,27.6,1004.9,75,3.1,,0
2022/7/12 11:00,27.5,1004.7,76,3,,0
2022/7/12 12:00,27.4,1004.4,80,2.5,10,0
2022/7/12 13:00,28.2,1003.8,70,2.4,,0
2022/7/12 14:00,27.3,1003.6,78,2.7,,0
2022/7/12 15:00,27.5,1003.5,77,4,10,0
2022/7/12 16:00,27.1,1003.3,78,4.7,,0
2022/7/12 17:00,26.2,1003.4,81,5.5,,0
2022/7/12 18:00,26,1003.6,82,5,10,0
2022/7/12 19:00,25.4,1003.7,89,2.6,,0
2022/7/12 20:00,24.5,1003.9,98,2.8,,4.5
2022/7/12 21:00,23.6,1004.4,100,2.7,10,2
2022/7/12 22:00,24.3,1004.1,98,2.6,,0.5
2022/7/12 23:00,23.5,1004.1,100,3.9,,8
2022/7/13 0:00,22.8,1004.4,100,1.6,,17
2022/7/13 1:00,22.9,1004,100,1.4,,19
2022/7/13 2:00,23,1003.4,100,3.3,,14.5
2022/7/13 3:00,22.7,1003.2,100,2.6,10,1.5
2022/7/13 4:00,22.8,1003,100,3.1,,3
2022/7/13 5:00,22.6,1003.3,100,1.9,,1.5
2022/7/13 6:00,22.8,1003.5,100,2.6,10,0.5
2022/7/13 7:00,23.2,1003.5,100,2.5,,0.5
2022/7/13 8:00,23.4,1003.4,100,1.7,,1.5
2022/7/13 9:00,23.7,1003.2,100,1.6,10,1.5
2022/7/13 10:00,24.3,1003,98,1.9,,0
2022/7/13 11:00,25,1003.1,95,1.4,,0
2022/7/13 12:00,23.8,1002.9,100,0.9,10,0.5
2022/7/13 13:00,24.1,1002.7,100,2,,3.5
2022/7/13 14:00,24.1,1002.2,99,1.4,,5
2022/7/13 15:00,24.9,1002.2,98,1.4,10,0
2022/7/13 16:00,24.5,1002,96,3.1,,0
2022/7/13 17:00,24.3,1002,95,2.5,,0
2022/7/13 18:00,24.2,1002.4,95,1.9,10,0
2022/7/13 19:00,24.2,1002.2,92,2.9,,0
2022/7/13 20:00,23.7,1003,95,2.5,,0
2022/7/13 21:00,23.3,1003.4,98,3,10,0.5
2022/7/13 22:00,23.3,1003.4,98,1.2,,0
2022/7/13 23:00,23.5,1003.1,97,2.2,,0
2022/7/14 0:00,23.4,1002.5,97,2.7,,0
2022/7/14 1:00,23.3,1002.4,98,3.3,,0
2022/7/14 2:00,23.4,1002.1,97,2,,0
2022/7/14 3:00,23.3,1002.1,96,2.4,10,0
2022/7/14 4:00,23.3,1002.2,96,2.2,,0
2022/7/14 5:00,23.4,1002.4,95,2.8,,0
2022/7/14 6:00,23,1002.6,98,2.9,10,0.5
2022/7/14 7:00,23.7,1002.9,94,2.4,,0
2022/7/14 8:00,24.6,1003,87,3.1,,0
2022/7/14 9:00,25.1,1002.8,86,2.3,10,0
2022/7/14 10:00,25.2,1002.8,84,3,,0
2022/7/14 11:00,26.8,1002.6,82,2.8,,0
2022/7/14 12:00,25.4,1002.4,87,2.5,10,0
2022/7/14 13:00,24.2,1002.1,94,2.8,,0.5
2022/7/14 14:00,23.9,1002,97,2.7,,1.5
2022/7/14 15:00,23.6,1002,97,3.3,10,1.5
2022/7/14 16:00,23.5,1001.7,99,2.8,,3.5
2022/7/14 17:00,23.4,1001.6,99,2.4,,4
2022/7/14 18:00,23.1,1001.9,99,3.8,10,4.5
2022/7/14 19:00,23,1002,100,2.4,,3.5
2022/7/14 20:00,23,1002.3,99,2.4,,1.5
2022/7/14 21:00,22.9,1002.4,100,1.8,10,0.5
2022/7/14 22:00,23,1002.3,99,2.5,,0
2022/7/14 23:00,23,1001.9,100,1.9,,0
2022/7/15 0:00,23.1,1001.3,100,1.9,,1
2022/7/15 1:00,23.2,1001.2,100,0.9,,0
2022/7/15 2:00,23.2,1000.9,100,1.3,,0
2022/7/15 3:00,23.4,1000.5,99,2.1,10,0
2022/7/15 4:00,23.3,1000.2,100,2,,0
2022/7/15 5:00,23.5,1000.6,100,2.3,,0
2022/7/15 6:00,23.5,1000.6,100,1.2,10,0
2022/7/15 7:00,23.9,1000.6,96,3.2,,0
2022/7/15 8:00,24,1000.5,93,2.1,,0
2022/7/15 9:00,23.8,1000.5,97,2.6,10,0.5
2022/7/15 10:00,23.4,1000.6,100,1,,5
2022/7/15 11:00,23.5,999.5,96,3.8,,3.5
2022/7/15 12:00,24.6,1000,97,2,10,0
2022/7/15 13:00,25.3,999.3,94,2.6,,0
2022/7/15 14:00,24.7,999,96,2.1,,0
2022/7/15 15:00,24.4,998.8,97,3,10,2.5
2022/7/15 16:00,24.1,999.1,100,1,,17.5
2022/7/15 17:00,24,998.6,100,2.5,,10
2022/7/15 18:00,23.9,998.8,100,1.9,10,2
2022/7/15 19:00,23.6,998.6,100,3.1,,2
2022/7/15 20:00,23.4,998.9,100,2.1,,17
2022/7/15 21:00,23.5,998.8,100,0.7,10,1.5
2022/7/15 22:00,23.7,999.1,100,1,,0
2022/7/15 23:00,23.7,999.2,100,1.1,,0
2022/7/16 0:00,23.6,998.8,100,0.7,,0
2022/7/16 1:00,23.6,998.6,100,0.7,,0
2022/7/16 2:00,23.5,998.1,100,0.8,,0
2022/7/16 3:00,23.5,998.3,100,0.5,10,0
2022/7/16 4:00,23.5,998.2,100,1.8,,0
2022/7/16 5:00,22.9,999.1,100,1.3,,0
2022/7/16 6:00,22.9,999.4,100,1.5,10,1
2022/7/16 7:00,22.8,1000.1,100,2.6,,0.5
2022/7/16 8:00,23,1000.5,100,1.7,,0
2022/7/16 9:00,22.9,1000.8,100,2.7,10,0.5
2022/7/16 10:00,23.1,1000.9,100,1.2,,0
2022/7/16 11:00,23.2,1000.9,100,1.8,,0
2022/7/16 12:00,23.5,1000.6,100,0.6,10,0
2022/7/16 13:00,24.2,1000.1,99,1.2,,0
2022/7/16 14:00,24.2,1000,98,2.1,,0.5
2022/7/16 15:00,24.4,999.8,99,2.2,10,1
2022/7/16 16:00,24.3,999.6,99,2.3,,0
2022/7/16 17:00,24.4,999.9,99,2.5,,0.5
2022/7/16 18:00,24.3,1000.2,99,2.5,10,0
2022/7/16 19:00,23.4,1000.4,100,3.3,,0
2022/7/16 20:00,23.7,1000.8,99,3.8,,0
2022/7/16 21:00,23.3,1000.9,99,3.8,10,0
2022/7/16 22:00,23,1000.5,100,2.1,,0.5
2022/7/16 23:00,23,999.8,100,2.6,,1
2022/7/17 0:00,22.8,999.1,99,4.2,,3.5
2022/7/17 1:00,23.1,999.5,100,2,,1
2022/7/17 2:00,22.9,998.9,100,2.6,,0
2022/7/17 3:00,22.1,997.5,100,2.2,10-,0
2022/7/17 4:00,22.4,997.9,100,0.7,,0
2022/7/17 5:00,22.8,998.5,100,2.5,,0.5
2022/7/17 6:00,22.9,998.6,100,2,10-,0
2022/7/17 7:00,23.3,998.9,100,2.5,,0
2022/7/17 8:00,24.1,998.8,89,4.1,,0
2022/7/17 9:00,24.8,998.9,89,2.9,10-,0
2022/7/17 10:00,25.7,998.6,82,2.9,,0
2022/7/17 11:00,26.3,998.3,83,4.8,,0
2022/7/17 12:00,26.6,997.8,82,4.3,10-,0
2022/7/17 13:00,27.3,997.2,79,4,,0
2022/7/17 14:00,26.7,996.7,84,4.5,,0
2022/7/17 15:00,28.7,996.3,79,4.6,5,0
2022/7/17 16:00,29.4,996.2,78,3.6,,0
2022/7/17 17:00,28.6,996.1,81,3.1,,0
2022/7/17 18:00,27.8,996,83,3.7,2,0
2022/7/17 19:00,26.8,996.4,85,1.8,,0
2022/7/17 20:00,26.2,997.4,87,2,,0
2022/7/17 21:00,25.5,997.7,88,1.5,4,0
2022/7/17 22:00,25.5,998.1,88,0.5,,0
2022/7/17 23:00,24.8,998.5,87,2.9,,0
2022/7/18 0:00,24.1,998.7,91,1.1,,0
2022/7/18 1:00,23.8,998.9,96,1,,0
2022/7/18 2:00,23.4,998.8,98,0.2,,0
2022/7/18 3:00,23.2,999,99,0,8,0
2022/7/18 4:00,23.3,999.7,98,1.5,,0
2022/7/18 5:00,23.7,1000.2,98,0.5,,0
2022/7/18 6:00,25.1,1000.5,94,1.3,10-,0
2022/7/18 7:00,25.9,1001.3,91,1.6,,0
2022/7/18 8:00,26.8,1001.2,83,0.7,,0
2022/7/18 9:00,27.1,1000.9,80,1.8,10-,0
2022/7/18 10:00,28.7,1001.7,76,0.9,,0
2022/7/18 11:00,30.6,1001.5,72,2.2,,0
2022/7/18 12:00,30.8,1001.1,67,3.1,10-,0
2022/7/18 13:00,30.3,1000.3,68,4.5,,0
2022/7/18 14:00,31.6,1000.6,65,3,,0
2022/7/18 15:00,31.5,1000.3,60,3.3,4,0
2022/7/18 16:00,30.1,1000.5,65,3.9,,0
2022/7/18 17:00,30.4,1000.3,65,2.8,,0
2022/7/18 18:00,29.5,1000.6,68,2.7,10-,0
2022/7/18 19:00,28.1,1001,73,2.4,,0
2022/7/18 20:00,27.2,1001.6,77,2.4,,0
2022/7/18 21:00,27.3,1001.8,76,2.3,10-,0
2022/7/18 22:00,27.7,1001.6,76,2.9,,0
2022/7/18 23:00,27.6,1001.2,77,2.6,,0
2022/7/19 0:00,27.3,1001.3,77,3.3,,0
2022/7/19 1:00,27.1,1001.4,75,2.1,,0
2022/7/19 2:00,27.4,1001.4,74,3.4,,0
2022/7/19 3:00,27,1000.7,76,2.8,10-,0
2022/7/19 4:00,27.3,1000.9,74,2.5,,0
